,book1,book2,book3,book4,book5,user,genre
416,2075,2069,4218,2165,3211,"308, 741, 777",Chick-lit
417,4218,2069,3211,1542,2075,"308, 741, 942",Chick-lit
418,2581,4218,2069,3211,7566,"308, 741, 952",Chick-lit
419,2581,3211,4218,8380,2075,"308, 741, 1063",Chick-lit
420,3211,2069,4218,4839,2075,"308, 741, 1072",Chick-lit
421,4218,3011,2075,3211,2581,"308, 741, 1111",Chick-lit
422,3211,4218,2069,7566,2581,"308, 741, 1268",Chick-lit
423,2069,2075,3211,2581,2165,"308, 741, 1417",Chick-lit
424,3211,2069,2165,7566,2581,"308, 761, 777",Chick-lit
425,3211,2069,4218,1542,2581,"308, 761, 942",Chick-lit
426,2581,3211,1649,2069,4218,"308, 761, 952",Chick-lit
427,2581,3211,1649,2069,1748,"308, 761, 1063",Chick-lit
428,3211,2581,1649,2069,5445,"308, 761, 1072",Chick-lit
429,3011,3211,2069,1748,4218,"308, 761, 1111",Chick-lit
430,3211,2069,4218,1649,2581,"308, 761, 1268",Chick-lit
431,2069,1913,3211,2165,2581,"308, 761, 1417",Chick-lit
432,4218,2069,3211,1542,7566,"308, 777, 942",Chick-lit
433,2581,4218,2069,3016,5445,"308, 777, 952",Chick-lit
434,2581,2069,3211,1748,7566,"308, 777, 1063",Chick-lit
435,2069,3211,4218,4839,7566,"308, 777, 1072",Chick-lit
436,3011,4218,2069,2165,3016,"308, 777, 1111",Chick-lit
437,2069,3211,4218,7566,2371,"308, 777, 1268",Chick-lit
438,2069,3016,2165,2075,2581,"308, 777, 1417",Chick-lit
439,2581,4218,3011,2069,2371,"308, 942, 952",Chick-lit
440,2581,3211,1748,2069,4218,"308, 942, 1063",Chick-lit
441,3211,4218,2069,1649,4839,"308, 942, 1072",Chick-lit
442,3011,4218,1748,3211,1542,"308, 942, 1111",Chick-lit
443,4218,3211,1542,7566,2069,"308, 942, 1268",Chick-lit
444,2069,1430,3211,1542,2075,"308, 942, 1417",Chick-lit
445,2581,3211,1748,3011,8380,"308, 952, 1063",Chick-lit
446,1649,3211,4218,2581,3011,"308, 952, 1072",Chick-lit
447,2581,3011,2069,4218,1748,"308, 952, 1111",Chick-lit
448,2581,3211,4218,1649,2069,"308, 952, 1268",Chick-lit
449,2581,1748,4218,2938,3011,"308, 952, 1417",Chick-lit
450,3211,1748,2581,1649,8380,"308, 1063, 1072",Chick-lit
451,1748,2581,3011,4218,3211,"308, 1063, 1111",Chick-lit
452,3211,2581,1748,4218,1713,"308, 1063, 1268",Chick-lit
453,2581,1748,1430,2938,3211,"308, 1063, 1417",Chick-lit
454,3211,2069,4218,3011,4839,"308, 1072, 1111",Chick-lit
455,3211,4218,7566,2069,1649,"308, 1072, 1268",Chick-lit
456,3211,2069,1748,4839,1649,"308, 1072, 1417",Chick-lit
457,4218,3211,3011,1748,2069,"308, 1111, 1268",Chick-lit
458,1748,5427,3011,1430,2069,"308, 1111, 1417",Chick-lit
459,3211,1748,1430,2704,2069,"308, 1268, 1417",Chick-lit
460,2581,4218,2938,7566,3011,"310, 411, 455",Chick-lit
461,2165,7566,1649,2581,2938,"310, 411, 465",Chick-lit
462,2938,2165,3011,3211,1649,"310, 411, 509",Chick-lit
463,2938,4218,2165,3011,5790,"310, 411, 647",Chick-lit
464,2938,2165,1649,5790,3011,"310, 411, 694",Chick-lit
465,2165,3011,1649,2581,4218,"310, 411, 741",Chick-lit
466,2581,2165,3011,8501,2938,"310, 411, 761",Chick-lit
467,4218,2165,5790,5904,2581,"310, 411, 777",Chick-lit
468,3011,2165,4218,8501,1542,"310, 411, 942",Chick-lit
469,2938,1649,2165,2581,1913,"310, 411, 952",Chick-lit
470,2938,1649,2165,4218,2581,"310, 411, 1063",Chick-lit
471,2165,2938,3211,4839,5790,"310, 411, 1072",Chick-lit
472,3011,2165,4218,2581,5790,"310, 411, 1111",Chick-lit
473,2165,3011,7566,4839,3211,"310, 411, 1268",Chick-lit
474,2581,2165,3011,2938,4322,"310, 411, 1417",Chick-lit
475,1735,5445,2165,1649,1913,"310, 455, 465",Chick-lit
476,3211,2069,4218,2075,2165,"310, 455, 509",Chick-lit
477,2581,5445,2075,4322,1711,"310, 455, 647",Chick-lit
478,5445,2581,2938,4322,5790,"310, 455, 694",Chick-lit
479,1649,5445,5790,8501,4218,"310, 455, 741",Chick-lit
480,5445,4218,7566,2581,3211,"310, 455, 761",Chick-lit
481,3016,5445,5790,1713,1913,"310, 455, 777",Chick-lit
482,1542,8501,5445,5790,5904,"310, 455, 942",Chick-lit
483,2581,2610,5445,1913,2938,"310, 455, 952",Chick-lit
484,2581,5790,4322,1649,1913,"310, 455, 1063",Chick-lit
485,2938,3016,4839,5445,8501,"310, 455, 1072",Chick-lit
486,3011,5427,3016,5445,1913,"310, 455, 1111",Chick-lit
487,5445,2610,3016,8501,4218,"310, 455, 1268",Chick-lit
488,2610,5445,4322,5790,1735,"310, 455, 1417",Chick-lit
489,1649,2165,5904,3211,7566,"310, 465, 509",Chick-lit
490,1735,1649,2075,2938,4218,"310, 465, 647",Chick-lit
491,1649,1735,1913,2165,2938,"310, 465, 694",Chick-lit
492,1649,2165,1735,3016,2075,"310, 465, 741",Chick-lit
493,1649,1735,2165,8032,4218,"310, 465, 761",Chick-lit
494,2165,5904,1649,3016,1713,"310, 465, 777",Chick-lit
495,1649,2165,1542,4218,2938,"310, 465, 942",Chick-lit
496,2581,2165,1649,2938,3016,"310, 465, 952",Chick-lit
497,1649,2165,2581,1913,5790,"310, 465, 1063",Chick-lit
498,1649,3016,2938,1913,4839,"310, 465, 1072",Chick-lit
499,3011,2165,3016,5427,1649,"310, 465, 1111",Chick-lit
500,1649,3016,1735,2165,4218,"310, 465, 1268",Chick-lit
501,1649,2165,1735,2708,2075,"310, 465, 1417",Chick-lit
502,2069,4218,2165,1649,2938,"310, 509, 647",Chick-lit
503,2165,4218,3211,1649,2069,"310, 509, 694",Chick-lit
504,2165,5904,1649,4218,3211,"310, 509, 741",Chick-lit
505,4218,2165,3211,5904,2581,"310, 509, 761",Chick-lit
506,5904,2165,2069,1649,4218,"310, 509, 777",Chick-lit
507,4218,2165,3211,1649,8501,"310, 509, 942",Chick-lit
508,2581,2165,4218,1649,2938,"310, 509, 952",Chick-lit
509,1649,2165,5904,3011,4218,"310, 509, 1063",Chick-lit
510,2165,3211,5904,2938,1649,"310, 509, 1072",Chick-lit
511,3011,2165,4218,2069,3211,"310, 509, 1111",Chick-lit
512,2165,5904,3211,4218,1649,"310, 509, 1268",Chick-lit
513,2165,1649,2069,2610,3211,"310, 509, 1417",Chick-lit
514,5445,2938,4322,1649,5790,"310, 647, 694",Chick-lit
515,5445,1649,2075,4218,2165,"310, 647, 741",Chick-lit
516,2165,5445,1649,4218,3011,"310, 647, 761",Chick-lit
517,2075,2581,5445,3016,5790,"310, 647, 777",Chick-lit
518,4218,5445,1649,1542,2581,"310, 647, 942",Chick-lit
519,1649,2581,1913,2938,3016,"310, 647, 952",Chick-lit
520,1649,2581,3011,4322,5445,"310, 647, 1063",Chick-lit
521,5445,1649,2938,3016,5790,"310, 647, 1072",Chick-lit
522,3011,3016,2165,2938,1735,"310, 647, 1111",Chick-lit
523,5445,4218,2075,2165,3011,"310, 647, 1268",Chick-lit
524,4322,2165,2938,2581,2075,"310, 647, 1417",Chick-lit
525,5445,5790,1649,3016,4322,"310, 694, 741",Chick-lit
526,1649,2165,5445,1735,2610,"310, 694, 761",Chick-lit
527,5790,5445,2581,5904,3016,"310, 694, 777",Chick-lit
528,5445,5790,1542,1649,2938,"310, 694, 942",Chick-lit
529,1913,1649,2581,2938,2165,"310, 694, 952",Chick-lit
530,1649,3016,5790,3011,1913,"310, 694, 1063",Chick-lit
531,2938,3016,5445,1649,2708,"310, 694, 1072",Chick-lit
532,3011,3016,1735,2165,2938,"310, 694, 1111",Chick-lit
533,3016,5445,1649,2610,2938,"310, 694, 1268",Chick-lit
534,4322,2165,2938,5790,1735,"310, 694, 1417",Chick-lit
535,2165,1649,2581,2610,8501,"310, 741, 761",Chick-lit
536,5904,2165,1649,5790,2075,"310, 741, 777",Chick-lit
537,8501,1649,1542,3016,5445,"310, 741, 942",Chick-lit
538,2581,1649,2165,2610,1913,"310, 741, 952",Chick-lit
539,1649,2581,5790,8501,2165,"310, 741, 1063",Chick-lit
540,1649,5445,3016,2165,5790,"310, 741, 1072",Chick-lit
541,3011,1649,3016,2165,5427,"310, 741, 1111",Chick-lit
542,1649,5445,2165,2610,3016,"310, 741, 1268",Chick-lit
543,2165,1649,2610,2708,3016,"310, 741, 1417",Chick-lit
544,2165,5904,8501,5445,1649,"310, 761, 777",Chick-lit
545,2165,8501,1542,1649,4218,"310, 761, 942",Chick-lit
546,2165,2581,2069,1649,3211,"310, 761, 952",Chick-lit
547,1649,2165,2581,3211,8501,"310, 761, 1063",Chick-lit
548,3211,2165,5445,1649,2581,"310, 761, 1072",Chick-lit
549,3011,2165,5427,8501,1649,"310, 761, 1111",Chick-lit
550,1649,2165,1735,2610,3211,"310, 761, 1268",Chick-lit
551,2165,1649,2610,8501,1735,"310, 761, 1417",Chick-lit
552,8501,5790,5445,1649,3016,"310, 777, 942",Chick-lit
553,2581,3016,1649,5790,5904,"310, 777, 952",Chick-lit
554,2581,5790,3016,5904,1649,"310, 777, 1063",Chick-lit
555,5445,5904,3016,5790,2165,"310, 777, 1072",Chick-lit
556,3011,3016,2165,2075,2938,"310, 777, 1111",Chick-lit
557,5904,5445,3016,2165,1649,"310, 777, 1268",Chick-lit
558,3016,2075,2165,5790,1913,"310, 777, 1417",Chick-lit
559,2581,1649,8501,1542,8292,"310, 942, 952",Chick-lit
560,2581,8501,8292,1542,1649,"310, 942, 1063",Chick-lit
561,5445,1542,1649,3016,8501,"310, 942, 1072",Chick-lit
562,3011,8501,3016,2165,1542,"310, 942, 1111",Chick-lit
563,4218,1542,5445,8501,1649,"310, 942, 1268",Chick-lit
564,8501,2610,1542,2165,3016,"310, 942, 1417",Chick-lit
565,2581,1649,2938,5790,2075,"310, 952, 1063",Chick-lit
566,2165,3516,2581,3016,1649,"310, 952, 1072",Chick-lit
567,2581,3011,2165,5427,2938,"310, 952, 1111",Chick-lit
568,2581,1649,2165,2610,3016,"310, 952, 1268",Chick-lit
569,2581,2165,2610,1913,2938,"310, 952, 1417",Chick-lit
570,3016,1649,1913,2581,5790,"310, 1063, 1072",Chick-lit
571,3011,2165,5790,2581,1649,"310, 1063, 1111",Chick-lit
572,1649,2581,3016,7566,2610,"310, 1063, 1268",Chick-lit
573,2581,4322,2708,5790,1649,"310, 1063, 1417",Chick-lit
574,3016,3011,2165,5427,2938,"310, 1072, 1111",Chick-lit
575,5445,2165,3016,1649,2610,"310, 1072, 1268",Chick-lit
576,2165,3016,2938,4839,4322,"310, 1072, 1417",Chick-lit
577,3011,3016,2165,5427,1649,"310, 1111, 1268",Chick-lit
578,3011,2165,3016,2938,5427,"310, 1111, 1417",Chick-lit
579,2610,3016,2165,2581,2708,"310, 1268, 1417",Chick-lit
580,4839,7566,2581,1713,2069,"411, 455, 465",Chick-lit
581,4218,2581,5445,7566,2938,"411, 455, 509",Chick-lit
582,2938,1913,2581,1649,4218,"411, 455, 647",Chick-lit
583,8380,1913,7566,1748,1649,"411, 455, 694",Chick-lit
584,4218,7566,1913,2581,8380,"411, 455, 741",Chick-lit
585,2581,1913,1649,7566,4218,"411, 455, 761",Chick-lit
586,4218,1913,1649,2075,7566,"411, 455, 777",Chick-lit
587,4218,7566,4839,1649,1542,"411, 455, 942",Chick-lit
588,2581,1913,4218,1649,8380,"411, 455, 952",Chick-lit
589,2581,1913,1649,4218,5445,"411, 455, 1063",Chick-lit
590,1649,4839,1913,7566,3211,"411, 455, 1072",Chick-lit
591,3011,4218,1913,1649,4839,"411, 455, 1111",Chick-lit
592,7566,4839,1913,1649,4218,"411, 455, 1268",Chick-lit
593,2069,2581,1713,2938,7566,"411, 455, 1417",Chick-lit
594,3011,2165,2581,2938,4839,"411, 465, 509",Chick-lit
595,1649,2165,4218,2069,2581,"411, 465, 647",Chick-lit
596,1649,1913,2165,2938,3516,"411, 465, 694",Chick-lit
597,7566,2165,2581,3011,4839,"411, 465, 741",Chick-lit
598,2581,1649,7566,2165,2069,"411, 465, 761",Chick-lit
599,2165,1649,7566,5904,4839,"411, 465, 777",Chick-lit
600,1649,2165,4218,4839,2069,"411, 465, 942",Chick-lit
601,2581,1649,4839,2165,3011,"411, 465, 952",Chick-lit
602,2581,1649,2165,4839,2938,"411, 465, 1063",Chick-lit
603,1649,4839,7566,2165,3516,"411, 465, 1072",Chick-lit
604,3011,2069,1649,2165,4839,"411, 465, 1111",Chick-lit
605,4839,7566,1649,2165,3011,"411, 465, 1268",Chick-lit
606,2581,4839,2165,1649,3011,"411, 465, 1417",Chick-lit
607,2938,1913,1748,2165,5445,"411, 509, 647",Chick-lit
608,1748,3211,2165,2938,5445,"411, 509, 694",Chick-lit
609,7566,2165,2581,3211,4218,"411, 509, 741",Chick-lit
610,2581,1748,2938,8501,3211,"411, 509, 761",Chick-lit
611,2165,4218,7566,2069,2581,"411, 509, 777",Chick-lit
612,2165,8501,2581,3211,4218,"411, 509, 942",Chick-lit
613,2581,1748,2165,1913,8501,"411, 509, 952",Chick-lit
614,1913,1748,2581,2165,8501,"411, 509, 1063",Chick-lit
615,3211,1913,1748,2165,2938,"411, 509, 1072",Chick-lit
616,3011,1748,2165,4218,2938,"411, 509, 1111",Chick-lit
617,1913,2165,2704,3211,7566,"411, 509, 1268",Chick-lit
618,1748,2581,2938,2165,3011,"411, 509, 1417",Chick-lit
619,2938,1748,1913,2165,1649,"411, 647, 694",Chick-lit
620,2165,1913,2581,4218,5445,"411, 647, 741",Chick-lit
621,2938,1913,2581,2165,4218,"411, 647, 761",Chick-lit
622,2165,1913,2069,2581,4218,"411, 647, 777",Chick-lit
623,2938,2165,1913,4218,2371,"411, 647, 942",Chick-lit
624,1913,2938,2165,2581,4218,"411, 647, 952",Chick-lit
625,2938,1913,1649,1748,2581,"411, 647, 1063",Chick-lit
626,2938,1913,1649,1748,2165,"411, 647, 1072",Chick-lit
627,2165,3011,1913,2938,1748,"411, 647, 1111",Chick-lit
628,1913,2165,4218,2938,1748,"411, 647, 1268",Chick-lit
629,2938,2581,1748,2165,1913,"411, 647, 1417",Chick-lit
630,2589,1913,2165,5445,2581,"411, 694, 741",Chick-lit
631,1913,1748,2581,2938,2165,"411, 694, 761",Chick-lit
632,1913,2165,2371,2069,3011,"411, 694, 777",Chick-lit
633,1748,1913,2589,2165,1542,"411, 694, 942",Chick-lit
634,1913,1748,2581,3516,2938,"411, 694, 952",Chick-lit
635,1748,3516,1913,8380,2581,"411, 694, 1063",Chick-lit
636,1913,2589,1748,3211,1713,"411, 694, 1072",Chick-lit
637,1748,3011,1913,2165,2589,"411, 694, 1111",Chick-lit
638,1913,1748,3211,2165,2371,"411, 694, 1268",Chick-lit
639,1748,2165,1713,1913,2938,"411, 694, 1417",Chick-lit
640,2581,2165,1913,7566,8501,"411, 741, 761",Chick-lit
641,4218,2165,1913,7566,5790,"411, 741, 777",Chick-lit
642,2165,4218,8501,1542,1913,"411, 741, 942",Chick-lit
643,2581,2165,7566,1913,8380,"411, 741, 952",Chick-lit
644,2581,4218,7566,1913,1879,"411, 741, 1063",Chick-lit
645,4839,3211,1913,2165,7566,"411, 741, 1072",Chick-lit
646,3011,5790,1913,2704,4218,"411, 741, 1111",Chick-lit
647,1913,2165,7566,2581,4218,"411, 741, 1268",Chick-lit
648,2581,2165,7566,2069,1913,"411, 741, 1417",Chick-lit
649,2581,2165,1913,8501,7566,"411, 761, 777",Chick-lit
650,2581,8501,2165,1649,1913,"411, 761, 942",Chick-lit
651,2581,1748,1913,4218,1649,"411, 761, 952",Chick-lit
652,2581,1913,1649,1748,8501,"411, 761, 1063",Chick-lit
653,2581,1913,3211,1649,1748,"411, 761, 1072",Chick-lit
654,3011,1748,2165,1913,2581,"411, 761, 1111",Chick-lit
655,2581,1913,2165,1649,3211,"411, 761, 1268",Chick-lit
656,1913,2581,2069,2165,1748,"411, 761, 1417",Chick-lit
657,2165,4218,8501,2371,1913,"411, 777, 942",Chick-lit
658,1913,2165,2581,5790,1649,"411, 777, 952",Chick-lit
659,1913,2581,2165,2371,4218,"411, 777, 1063",Chick-lit
660,1913,1649,2165,4839,5790,"411, 777, 1072",Chick-lit
661,3011,1913,4218,5790,2165,"411, 777, 1111",Chick-lit
662,2165,1913,4218,7566,4839,"411, 777, 1268",Chick-lit
663,2069,2165,1711,1913,1713,"411, 777, 1417",Chick-lit
664,2581,2165,1913,8501,1748,"411, 942, 952",Chick-lit
665,2581,8501,2371,1879,1913,"411, 942, 1063",Chick-lit
666,4839,1913,3211,1649,1748,"411, 942, 1072",Chick-lit
667,3011,2165,4218,8501,1913,"411, 942, 1111",Chick-lit
668,1913,4839,2165,7566,4218,"411, 942, 1268",Chick-lit
669,2581,2165,8501,2069,5517,"411, 942, 1417",Chick-lit
670,2581,1748,1913,2371,4218,"411, 952, 1063",Chick-lit
671,1913,1649,3516,2165,4839,"411, 952, 1072",Chick-lit
672,3011,2581,1748,2165,1913,"411, 952, 1111",Chick-lit
673,1913,2165,2581,4218,4839,"411, 952, 1268",Chick-lit
674,2581,1748,2938,1913,1713,"411, 952, 1417",Chick-lit
675,1913,3516,1748,2581,4839,"411, 1063, 1072",Chick-lit
676,3011,1748,1913,2165,4218,"411, 1063, 1111",Chick-lit
677,1913,4218,2581,1748,2704,"411, 1063, 1268",Chick-lit
678,2581,2938,1879,1748,1913,"411, 1063, 1417",Chick-lit
679,1913,3011,2165,4839,1748,"411, 1072, 1111",Chick-lit
680,1913,4839,3211,2704,7566,"411, 1072, 1268",Chick-lit
681,1713,1913,2938,4839,1748,"411, 1072, 1417",Chick-lit
682,3011,2165,1913,1748,4839,"411, 1111, 1268",Chick-lit
683,1748,3011,2165,1913,2938,"411, 1111, 1417",Chick-lit
684,1913,2581,2165,1713,2704,"411, 1268, 1417",Chick-lit
685,2075,1713,2069,4218,7566,"455, 465, 509",Chick-lit
686,2075,2581,2938,1649,1711,"455, 465, 647",Chick-lit
687,2075,2371,1649,2938,3016,"455, 465, 694",Chick-lit
688,2075,1649,2165,3016,7388,"455, 465, 741",Chick-lit
689,7566,5445,2371,1649,2581,"455, 465, 761",Chick-lit
690,2075,7566,1649,1713,1913,"455, 465, 777",Chick-lit
691,1542,2075,1649,1913,4839,"455, 465, 942",Chick-lit
692,2581,4839,2938,7566,3516,"455, 465, 952",Chick-lit
693,2581,7566,1913,2938,4839,"455, 465, 1063",Chick-lit
694,3016,4839,2075,2938,1649,"455, 465, 1072",Chick-lit
695,3011,3016,1913,1649,2075,"455, 465, 1111",Chick-lit
696,4839,7566,3016,2075,2165,"455, 465, 1268",Chick-lit
697,2165,2938,2075,1649,1735,"455, 465, 1417",Chick-lit
698,2938,1913,4218,1649,2069,"455, 509, 647",Chick-lit
699,2165,8380,3211,2938,2581,"455, 509, 694",Chick-lit
700,2075,4218,1713,5445,3211,"455, 509, 741",Chick-lit
701,4218,1649,2075,2581,5445,"455, 509, 761",Chick-lit
702,1649,2069,4218,2075,5445,"455, 509, 777",Chick-lit
703,4218,2075,2938,1649,8501,"455, 509, 942",Chick-lit
704,2581,4218,1649,7566,2938,"455, 509, 952",Chick-lit
705,1649,2581,4218,7566,1713,"455, 509, 1063",Chick-lit
706,1649,2938,3211,2075,4839,"455, 509, 1072",Chick-lit
707,3011,4218,2938,2069,2075,"455, 509, 1111",Chick-lit
708,1649,4218,3211,7566,2075,"455, 509, 1268",Chick-lit
709,2938,2069,2165,1649,1713,"455, 509, 1417",Chick-lit
710,3016,2938,5445,1649,3610,"455, 647, 694",Chick-lit
711,5445,1913,2075,3016,2581,"455, 647, 741",Chick-lit
712,1913,2581,2165,1649,7566,"455, 647, 761",Chick-lit
713,1649,1913,2075,5445,2069,"455, 647, 777",Chick-lit
714,1649,2938,5445,2075,2581,"455, 647, 942",Chick-lit
715,2581,1913,2938,1649,2075,"455, 647, 952",Chick-lit
716,1913,1649,2075,2581,2371,"455, 647, 1063",Chick-lit
717,3016,1649,2938,2075,1913,"455, 647, 1072",Chick-lit
718,3011,1913,3016,5427,2938,"455, 647, 1111",Chick-lit
719,3016,2075,1649,2938,7566,"455, 647, 1268",Chick-lit
720,2938,2075,1649,3016,1430,"455, 647, 1417",Chick-lit
721,5445,8380,3016,2075,1913,"455, 694, 741",Chick-lit
722,1913,1649,2581,2165,5445,"455, 694, 761",Chick-lit
723,2371,1649,5445,1913,3016,"455, 694, 777",Chick-lit
724,1649,2371,3016,5445,2075,"455, 694, 942",Chick-lit
725,8380,2581,2371,1649,2938,"455, 694, 952",Chick-lit
726,1649,8380,2371,2581,1913,"455, 694, 1063",Chick-lit
727,3016,8380,3516,1649,2938,"455, 694, 1072",Chick-lit
728,3016,3011,5427,1913,8380,"455, 694, 1111",Chick-lit
729,1649,3016,8380,5445,3516,"455, 694, 1268",Chick-lit
730,1430,2075,3016,2371,2938,"455, 694, 1417",Chick-lit
731,2581,5445,3567,7566,4218,"455, 741, 761",Chick-lit
732,2075,5445,1649,1713,1913,"455, 741, 777",Chick-lit
733,2075,1542,1649,8501,5445,"455, 741, 942",Chick-lit
734,2581,8380,1913,5445,3516,"455, 741, 952",Chick-lit
735,2581,1649,8380,2075,3016,"455, 741, 1063",Chick-lit
736,3016,2075,1913,5445,4839,"455, 741, 1072",Chick-lit
737,3011,5427,3016,3610,3516,"455, 741, 1111",Chick-lit
738,3016,8501,1649,2075,5445,"455, 741, 1268",Chick-lit
739,2075,3016,1713,4322,2938,"455, 741, 1417",Chick-lit
740,1649,5445,2581,4218,1913,"455, 761, 777",Chick-lit
741,1649,2581,1542,4218,5445,"455, 761, 942",Chick-lit
742,2581,1649,7566,1713,2371,"455, 761, 952",Chick-lit
743,1649,1713,2581,7566,2371,"455, 761, 1063",Chick-lit
744,1649,1913,4839,5445,7566,"455, 761, 1072",Chick-lit
745,3011,5427,1649,1913,5445,"455, 761, 1111",Chick-lit
746,1649,7566,2581,4839,1735,"455, 761, 1268",Chick-lit
747,1649,1913,1735,2581,3567,"455, 761, 1417",Chick-lit
748,1649,2075,4218,5445,1542,"455, 777, 942",Chick-lit
749,2581,1913,1649,2938,1713,"455, 777, 952",Chick-lit
750,1649,1913,2581,7566,1713,"455, 777, 1063",Chick-lit
751,1649,1913,1713,2075,2938,"455, 777, 1072",Chick-lit
752,3016,3011,1913,1649,1713,"455, 777, 1111",Chick-lit
753,1649,1913,3016,7566,2075,"455, 777, 1268",Chick-lit
754,2938,1713,3016,2069,1649,"455, 777, 1417",Chick-lit
755,2581,1649,2938,1713,1542,"455, 942, 952",Chick-lit
756,1649,2581,1713,2371,8292,"455, 942, 1063",Chick-lit
757,1649,3016,2938,2075,4839,"455, 942, 1072",Chick-lit
758,3011,3016,1649,5427,1913,"455, 942, 1111",Chick-lit
759,1649,2075,3016,1713,8501,"455, 942, 1268",Chick-lit
760,1649,2938,1713,2075,3016,"455, 942, 1417",Chick-lit
761,2581,8380,1649,2075,2938,"455, 952, 1063",Chick-lit
762,1649,8380,1913,2938,1713,"455, 952, 1072",Chick-lit
763,2581,3011,1913,3016,1649,"455, 952, 1111",Chick-lit
764,1649,2581,1713,1913,7566,"455, 952, 1268",Chick-lit
765,2581,2938,1649,1713,1913,"455, 952, 1417",Chick-lit
766,1649,1913,1713,3016,4839,"455, 1063, 1072",Chick-lit
767,3011,1913,1649,3016,5427,"455, 1063, 1111",Chick-lit
768,1649,1713,7566,2581,3016,"455, 1063, 1268",Chick-lit
769,1649,1713,2581,2938,4322,"455, 1063, 1417",Chick-lit
770,3016,5427,1913,3011,1649,"455, 1072, 1111",Chick-lit
771,3016,1713,1649,4839,2075,"455, 1072, 1268",Chick-lit
772,3016,1713,2938,2075,1649,"455, 1072, 1417",Chick-lit
773,3016,3011,1913,1649,5427,"455, 1111, 1268",Chick-lit
774,5427,3016,2938,1713,3011,"455, 1111, 1417",Chick-lit
775,1713,3016,1649,2938,2075,"455, 1268, 1417",Chick-lit
776,1649,4218,2069,2165,2075,"465, 509, 647",Chick-lit
777,1649,2165,3211,1713,3503,"465, 509, 694",Chick-lit
778,3011,5904,1713,2165,7566,"465, 509, 741",Chick-lit
779,2581,1649,2165,3211,1711,"465, 509, 761",Chick-lit
780,5904,2165,7566,1649,2069,"465, 509, 777",Chick-lit
781,2165,4218,3011,2581,1542,"465, 509, 942",Chick-lit
782,2581,3011,2165,5904,4839,"465, 509, 952",Chick-lit
783,3011,5904,2165,2069,4839,"465, 509, 1063",Chick-lit
784,1649,1713,2165,4839,3211,"465, 509, 1072",Chick-lit
785,3011,2165,5904,4839,1713,"465, 509, 1111",Chick-lit
786,2165,3011,3211,4839,1713,"465, 509, 1268",Chick-lit
787,2165,5904,1649,1713,2069,"465, 509, 1417",Chick-lit
788,1649,3016,2938,2075,3567,"465, 647, 694",Chick-lit
789,2075,1649,2581,1735,3016,"465, 647, 741",Chick-lit
790,1649,2581,5445,2165,3567,"465, 647, 761",Chick-lit
791,1649,2075,2069,2581,3016,"465, 647, 777",Chick-lit
792,1649,4218,2581,2075,1542,"465, 647, 942",Chick-lit
793,2581,1649,2165,2938,3016,"465, 647, 952",Chick-lit
794,1649,2581,2075,2938,3016,"465, 647, 1063",Chick-lit
795,1649,2938,3016,2075,3516,"465, 647, 1072",Chick-lit
796,3011,3016,2075,1649,1735,"465, 647, 1111",Chick-lit
797,1649,1735,2075,3016,4218,"465, 647, 1268",Chick-lit
798,2075,1649,1735,4322,2069,"465, 647, 1417",Chick-lit
799,1649,2075,3016,2581,3567,"465, 694, 741",Chick-lit
800,1649,2581,5445,3503,2165,"465, 694, 761",Chick-lit
801,1649,5904,3016,2075,2371,"465, 694, 777",Chick-lit
802,1649,1542,2371,1913,2165,"465, 694, 942",Chick-lit
803,2581,1649,2938,1913,2165,"465, 694, 952",Chick-lit
804,1649,2581,1913,3016,2075,"465, 694, 1063",Chick-lit
805,1649,2938,3016,3516,1913,"465, 694, 1072",Chick-lit
806,3011,3016,1649,2075,1913,"465, 694, 1111",Chick-lit
807,1649,3016,2165,1913,2708,"465, 694, 1268",Chick-lit
808,1649,2075,2371,2165,3016,"465, 694, 1417",Chick-lit
809,1649,2581,2165,7566,8032,"465, 741, 761",Chick-lit
810,5904,2165,2075,1649,1713,"465, 741, 777",Chick-lit
811,1542,1649,8501,2165,3016,"465, 741, 942",Chick-lit
812,2581,3011,1649,2075,2165,"465, 741, 952",Chick-lit
813,3011,2581,2075,1649,2165,"465, 741, 1063",Chick-lit
814,1649,3016,4839,6506,2165,"465, 741, 1072",Chick-lit
815,3011,2075,1649,2165,3016,"465, 741, 1111",Chick-lit
816,3016,1649,2165,7566,2075,"465, 741, 1268",Chick-lit
817,2075,2165,1649,2708,3016,"465, 741, 1417",Chick-lit
818,5904,2165,7566,1649,5445,"465, 761, 777",Chick-lit
819,1649,2581,1542,5445,2165,"465, 761, 942",Chick-lit
820,2581,1649,7566,2165,3011,"465, 761, 952",Chick-lit
821,1649,2581,2165,3011,7566,"465, 761, 1063",Chick-lit
822,1649,2581,5445,4839,3211,"465, 761, 1072",Chick-lit
823,3011,1649,2165,8032,2610,"465, 761, 1111",Chick-lit
824,1649,2581,7566,6109,2165,"465, 761, 1268",Chick-lit
825,1649,2165,3011,7566,2581,"465, 761, 1417",Chick-lit
826,8501,1649,2165,3016,1542,"465, 777, 942",Chick-lit
827,2581,2165,5904,1649,3016,"465, 777, 952",Chick-lit
828,2165,2581,1649,5904,1713,"465, 777, 1063",Chick-lit
829,5904,1649,3016,4839,1913,"465, 777, 1072",Chick-lit
830,3011,3016,1913,5904,2165,"465, 777, 1111",Chick-lit
